ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status
T002651,D004,IT Access,High,2025-05-27,2025-06-05,3,Closed
T002652,D003,System Support,High,2024-06-22,2024-06-26,3,Closed
T002653,D010,System Support,Low,2026-02-13,2026-02-15,7,Closed
T002654,D003,Vendor Request,Low,2025-10-14,2025-10-18,7,Closed
T002655,D012,IT Access,Medium,2025-09-30,,5,Open
T002656,D008,Payroll Issue,High,2026-03-12,,3,In Progress
T002657,D001,Vendor Request,Critical,2026-05-15,2026-05-17,1,Closed
T002658,D006,Benefits Question,Low,2025-01-14,2025-01-18,7,Closed
T002659,D009,IT Access,High,2025-09-28,,3,In Progress
T002660,D004,Payroll Issue,Critical,2025-01-08,2025-01-10,1,Closed
T002661,D009,Vendor Request,High,2025-02-15,2025-02-20,3,Closed
T002662,D001,Vendor Request,High,2026-05-30,2026-06-05,3,Closed
T002663,D006,IT Access,Low,2024-10-04,2024-10-10,7,Closed
T002664,D012,Vendor Request,Medium,2025-02-17,2025-02-22,5,Closed
T002665,D005,Payroll Issue,Critical,2025-02-11,2025-02-14,1,Closed
T002666,D003,Onboarding,High,2025-08-11,2025-08-16,3,Closed
T002667,D010,Vendor Request,Critical,2024-11-29,2024-12-03,1,Closed
T002668,D002,System Support,Low,2026-04-05,2026-04-08,7,Closed
T002669,D011,Payroll Issue,Low,2024-10-18,2024-10-23,7,Closed
T002670,D004,IT Access,Low,2024-11-09,2024-11-13,7,Closed
T002671,D010,Benefits Question,Medium,2024-07-20,2024-07-25,5,Closed
T002672,D002,Onboarding,Low,2026-03-01,2026-03-05,7,Closed
T002673,D004,Onboarding,Critical,2024-11-16,2024-11-22,1,Closed
T002674,D007,IT Access,Medium,2025-04-21,,5,In Progress
T002675,D008,Payroll Issue,Medium,2025-07-30,2025-08-03,5,Closed
T002676,D004,Benefits Question,High,2025-02-01,2025-02-07,3,Closed
T002677,D012,Onboarding,High,2024-07-03,,3,In Progress
T002678,D002,Payroll Issue,Critical,2024-08-27,2024-08-28,1,Closed
T002679,D012,Benefits Question,Medium,2026-04-21,2026-04-23,5,Closed
T002680,D003,Benefits Question,Low,2025-01-16,2025-01-23,7,Closed
T002681,D003,Payroll Issue,High,2026-01-19,2026-01-22,3,Closed
T002682,D008,Payroll Issue,Low,2024-11-22,2024-11-25,7,Closed
T002683,D011,Vendor Request,Critical,2025-09-06,2025-09-11,1,Closed
T002684,D006,IT Access,Medium,2025-08-17,2025-08-24,5,Closed
T002685,D002,Payroll Issue,Low,2025-03-04,2025-03-05,7,Closed
T002686,D010,Benefits Question,Critical,2026-02-26,2026-02-27,1,Closed
T002687,D010,IT Access,Critical,2025-05-11,2025-05-15,1,Closed
T002688,D008,IT Access,Low,2024-09-03,2024-09-05,7,Closed
T002689,D010,System Support,High,2024-07-29,2024-08-01,3,Closed
T002690,D004,Onboarding,Medium,2025-12-24,2026-01-01,5,Closed
T002691,D002,IT Access,High,2025-06-01,2025-06-07,3,Closed
T002692,D008,Vendor Request,High,2024-09-16,2024-09-21,3,Closed
T002693,D009,Benefits Question,Critical,2026-05-02,2026-05-04,1,Closed
T002694,D005,Benefits Question,Critical,2025-10-15,2025-10-17,1,Closed
T002695,D001,Benefits Question,High,2024-06-19,2024-06-20,3,Closed
T002696,D012,Benefits Question,Critical,2025-04-24,2025-04-25,1,Closed
T002697,D002,Benefits Question,Low,2025-12-09,2025-12-13,7,Closed
T002698,D003,Vendor Request,Medium,2026-01-02,2026-01-04,5,Closed
T002699,D011,Payroll Issue,High,2024-12-18,,3,Open
T002700,D008,IT Access,Medium,2025-08-02,,5,Open
T002701,D012,System Support,Critical,2025-06-11,2025-06-13,1,Closed
T002702,D006,Payroll Issue,Low,2024-10-19,2024-10-20,7,Closed
T002703,D004,Vendor Request,Low,2024-10-06,2024-10-08,7,Closed
T002704,D005,System Support,Critical,2026-01-13,2026-01-14,1,Closed
T002705,D009,Payroll Issue,High,2025-07-12,2025-07-14,3,Closed
T002706,D011,Benefits Question,High,2025-02-21,,3,In Progress
T002707,D007,Onboarding,Critical,2025-09-27,2025-10-02,1,Closed
T002708,D005,Payroll Issue,Low,2025-04-16,2025-04-22,7,Closed
T002709,D010,Onboarding,High,2024-10-23,2024-10-30,3,Closed
T002710,D002,Vendor Request,Critical,2026-03-15,2026-03-17,1,Closed
T002711,D010,Benefits Question,High,2024-06-30,2024-07-06,3,Closed
T002712,D002,IT Access,Critical,2025-12-16,2025-12-21,1,Closed
T002713,D008,System Support,Medium,2025-03-19,,5,In Progress
T002714,D009,Benefits Question,Medium,2026-02-03,,5,Open
T002715,D005,Vendor Request,High,2024-10-18,2024-10-20,3,Closed
T002716,D002,Benefits Question,Low,2026-05-24,,7,Open
T002717,D008,IT Access,Medium,2026-03-09,2026-03-15,5,Closed
T002718,D010,IT Access,Low,2025-08-19,2025-08-28,7,Closed
T002719,D005,IT Access,Critical,2025-08-05,2025-08-09,1,Closed
T002720,D011,IT Access,Low,2026-02-24,2026-02-28,7,Closed
T002721,D003,Benefits Question,High,2026-01-07,2026-01-07,3,Closed
T002722,D009,System Support,Medium,2024-12-29,,5,In Progress
T002723,D002,System Support,High,2024-07-18,,3,Open
T002724,D003,System Support,Medium,2024-08-04,2024-08-06,5,Closed
T002725,D007,Onboarding,Low,2025-02-15,,7,Open
T002726,D004,IT Access,Critical,2026-04-24,2026-04-29,1,Closed
T002727,D004,System Support,Critical,2025-07-03,2025-07-03,1,Closed
T002728,D007,Vendor Request,Low,2025-06-07,2025-06-10,7,Closed
T002729,D005,Benefits Question,High,2025-12-30,2026-01-01,3,Closed
T002730,D003,Onboarding,Critical,2025-09-11,2025-09-18,1,Closed
T002731,D010,Payroll Issue,Medium,2024-12-06,2024-12-09,5,Closed
T002732,D005,Payroll Issue,Critical,2026-02-21,2026-02-23,1,Closed
T002733,D009,Payroll Issue,High,2024-12-01,2024-12-02,3,Closed
T002734,D005,IT Access,High,2025-03-07,2025-03-15,3,Closed
T002735,D011,Vendor Request,Medium,2024-10-24,2024-10-28,5,Closed
T002736,D007,Vendor Request,Low,2024-11-08,2024-11-14,7,Closed
T002737,D003,Onboarding,Critical,2024-09-24,2024-09-30,1,Closed
T002738,D009,System Support,High,2025-03-27,2025-03-27,3,Closed
T002739,D008,Benefits Question,Critical,2026-03-07,2026-03-07,1,Closed
T002740,D008,Vendor Request,Critical,2025-10-31,2025-11-01,1,Closed
T002741,D008,IT Access,Low,2025-11-09,2025-11-17,7,Closed
T002742,D002,Payroll Issue,High,2024-11-19,2024-11-22,3,Closed
T002743,D004,Onboarding,High,2024-06-25,2024-06-28,3,Closed
T002744,D010,Onboarding,High,2025-01-21,2025-01-23,3,Closed
T002745,D007,Payroll Issue,Critical,2024-07-12,2024-07-15,1,Closed
T002746,D011,IT Access,Critical,2025-08-24,,1,Open
T002747,D008,IT Access,Low,2025-06-10,2025-06-15,7,Closed
T002748,D005,System Support,Low,2025-04-26,2025-04-28,7,Closed
T002749,D006,Onboarding,Low,2026-02-23,2026-03-01,7,Closed
T002750,D010,Vendor Request,High,2025-01-15,2025-01-18,3,Closed
T002751,D001,IT Access,Low,2024-08-14,2024-08-17,7,Closed
T002752,D009,Payroll Issue,Critical,2024-10-19,2024-10-23,1,Closed
T002753,D003,Payroll Issue,Medium,2024-09-02,2024-09-05,5,Closed
T002754,D005,System Support,High,2025-11-19,2025-11-22,3,Closed
T002755,D012,IT Access,Critical,2024-12-16,2024-12-25,1,Closed
T002756,D012,Payroll Issue,Low,2025-10-17,2025-10-23,7,Closed
T002757,D002,IT Access,Medium,2024-10-28,2024-11-04,5,Closed
T002758,D002,Onboarding,Low,2025-10-28,2025-10-31,7,Closed
T002759,D004,IT Access,Critical,2025-08-19,2025-08-21,1,Closed
T002760,D009,Vendor Request,Critical,2026-05-13,2026-05-14,1,Closed
T002761,D001,IT Access,High,2026-03-14,2026-03-19,3,Closed
T002762,D008,Payroll Issue,Medium,2026-05-09,2026-05-12,5,Closed
T002763,D009,Benefits Question,Critical,2024-10-12,,1,In Progress
T002764,D011,Onboarding,Low,2025-03-11,2025-03-20,7,Closed
T002765,D003,System Support,Low,2026-03-08,,7,In Progress
T002766,D003,Payroll Issue,Medium,2025-09-14,2025-09-15,5,Closed
T002767,D003,Onboarding,Medium,2025-01-15,2025-01-21,5,Closed
T002768,D008,Benefits Question,High,2024-09-14,,3,In Progress
T002769,D011,IT Access,Critical,2025-06-24,,1,In Progress
T002770,D011,Benefits Question,Critical,2024-12-05,2024-12-06,1,Closed
T002771,D007,System Support,Low,2024-10-16,2024-10-19,7,Closed
T002772,D008,Vendor Request,Critical,2024-10-09,2024-10-12,1,Closed
T002773,D003,IT Access,High,2025-05-23,2025-05-30,3,Closed
T002774,D002,Onboarding,Critical,2025-08-23,2025-08-28,1,Closed
T002775,D010,Benefits Question,Low,2024-10-04,2024-10-07,7,Closed
T002776,D011,System Support,Critical,2024-07-09,2024-07-10,1,Closed
T002777,D001,Benefits Question,Medium,2024-08-21,2024-08-28,5,Closed
T002778,D008,System Support,Critical,2025-10-20,2025-10-20,1,Closed
T002779,D005,IT Access,Medium,2025-07-04,2025-07-07,5,Closed
T002780,D009,Onboarding,Medium,2024-11-17,2024-11-24,5,Closed
T002781,D012,Onboarding,Critical,2024-11-14,2024-11-25,1,Closed
T002782,D002,Payroll Issue,Medium,2025-05-01,2025-05-04,5,Closed
T002783,D006,System Support,High,2025-09-02,2025-09-04,3,Closed
T002784,D008,System Support,Medium,2024-07-21,2024-07-24,5,Closed
T002785,D005,System Support,High,2025-11-17,2025-11-20,3,Closed
T002786,D007,IT Access,Critical,2025-12-25,2025-12-31,1,Closed
T002787,D008,Onboarding,Medium,2026-02-07,2026-02-20,5,Closed
T002788,D012,Onboarding,High,2024-06-08,2024-06-14,3,Closed
T002789,D012,Benefits Question,High,2026-01-03,,3,In Progress
T002790,D010,Onboarding,Critical,2024-10-29,2024-11-03,1,Closed
T002791,D001,IT Access,Medium,2026-02-03,2026-02-06,5,Closed
T002792,D002,System Support,Low,2025-08-25,2025-08-28,7,Closed
T002793,D008,System Support,Critical,2025-09-24,2025-09-27,1,Closed
T002794,D006,Payroll Issue,Medium,2025-09-21,2025-09-23,5,Closed
T002795,D002,Payroll Issue,Critical,2026-05-13,2026-05-16,1,Closed
T002796,D007,IT Access,Low,2026-03-21,2026-03-30,7,Closed
T002797,D005,IT Access,Low,2025-05-20,2025-05-23,7,Closed
T002798,D008,Benefits Question,Low,2024-08-12,2024-08-15,7,Closed
T002799,D003,Benefits Question,Low,2024-06-05,2024-06-10,7,Closed
T002800,D012,Vendor Request,Critical,2026-04-02,2026-04-06,1,Closed
T002801,D003,System Support,Medium,2025-09-22,2025-09-26,5,Closed
T002802,D004,Benefits Question,Critical,2025-08-27,,1,Open
T002803,D008,System Support,High,2026-04-29,2026-05-03,3,Closed
T002804,D004,Payroll Issue,Medium,2024-06-09,2024-06-14,5,Closed
T002805,D007,Onboarding,Medium,2024-10-22,,5,In Progress
T002806,D010,IT Access,Low,2026-05-04,2026-05-11,7,Closed
T002807,D001,Payroll Issue,Low,2024-09-26,2024-09-27,7,Closed
T002808,D006,Vendor Request,Low,2024-09-26,2024-09-28,7,Closed
T002809,D006,Payroll Issue,Critical,2025-02-24,2025-02-25,1,Closed
T002810,D004,Payroll Issue,Critical,2025-10-01,2025-10-06,1,Closed
T002811,D009,Benefits Question,High,2026-01-31,,3,In Progress
T002812,D010,Onboarding,Medium,2024-07-04,2024-07-08,5,Closed
T002813,D008,Vendor Request,Critical,2025-12-23,2026-01-01,1,Closed
T002814,D002,Onboarding,Low,2026-04-17,2026-04-20,7,Closed
T002815,D009,Benefits Question,Low,2026-01-07,2026-01-10,7,Closed
T002816,D002,Vendor Request,Medium,2025-02-04,2025-02-09,5,Closed
T002817,D001,Onboarding,High,2026-04-16,2026-04-19,3,Closed
T002818,D004,Benefits Question,High,2025-10-07,2025-10-12,3,Closed
T002819,D007,System Support,High,2025-04-20,,3,In Progress
T002820,D002,Payroll Issue,High,2025-08-30,2025-08-31,3,Closed
T002821,D002,Onboarding,Medium,2025-10-20,2025-10-27,5,Closed
T002822,D010,Onboarding,High,2026-04-17,2026-04-24,3,Closed
T002823,D010,IT Access,Low,2025-01-14,2025-01-20,7,Closed
T002824,D008,Benefits Question,Low,2026-04-07,2026-04-09,7,Closed
T002825,D001,Benefits Question,Critical,2025-12-14,2025-12-17,1,Closed
T002826,D005,Payroll Issue,High,2025-05-25,2025-05-29,3,Closed
T002827,D001,Payroll Issue,Medium,2025-11-05,2025-11-07,5,Closed
T002828,D009,System Support,High,2025-09-18,2025-09-22,3,Closed
T002829,D011,IT Access,Medium,2025-04-05,,5,In Progress
T002830,D002,Onboarding,Low,2025-12-12,,7,Open
T002831,D002,Vendor Request,Low,2024-07-22,2024-07-23,7,Closed
T002832,D009,Vendor Request,Medium,2025-10-31,2025-11-02,5,Closed
T002833,D005,System Support,Low,2025-01-18,2025-01-20,7,Closed
T002834,D002,IT Access,Critical,2024-11-09,,1,In Progress
T002835,D004,System Support,High,2025-01-15,2025-01-18,3,Closed
T002836,D007,Vendor Request,High,2025-05-02,2025-05-04,3,Closed
T002837,D004,IT Access,Low,2025-06-12,2025-06-14,7,Closed
T002838,D004,Onboarding,Critical,2024-10-19,2024-10-24,1,Closed
T002839,D009,Vendor Request,Low,2024-12-27,2024-12-27,7,Closed
T002840,D007,Vendor Request,Medium,2024-12-20,2024-12-23,5,Closed
T002841,D007,System Support,Critical,2025-10-16,2025-10-19,1,Closed
T002842,D009,Payroll Issue,Low,2025-08-12,2025-08-14,7,Closed
T002843,D008,IT Access,High,2024-10-15,2024-10-23,3,Closed
T002844,D004,Benefits Question,Critical,2025-01-10,2025-01-16,1,Closed
T002845,D001,Payroll Issue,Medium,2024-11-23,,5,Open
T002846,D002,Onboarding,Low,2025-09-27,2025-10-05,7,Closed
T002847,D007,System Support,Low,2026-04-19,2026-04-19,7,Closed
T002848,D001,System Support,Medium,2025-04-20,2025-04-22,5,Closed
T002849,D001,IT Access,Low,2025-07-05,2025-07-09,7,Closed
T002850,D008,Payroll Issue,High,2026-01-26,,3,In Progress
T002851,D001,Benefits Question,High,2024-07-03,2024-07-08,3,Closed
T002852,D010,System Support,Medium,2025-09-12,2025-09-13,5,Closed
T002853,D005,Payroll Issue,Critical,2025-04-23,2025-04-27,1,Closed
T002854,D008,System Support,Low,2026-04-08,,7,In Progress
T002855,D011,IT Access,Low,2025-05-20,2025-05-25,7,Closed
T002856,D009,Payroll Issue,Critical,2024-12-04,2024-12-10,1,Closed
T002857,D012,System Support,High,2025-07-08,,3,In Progress
T002858,D004,Vendor Request,High,2025-04-11,,3,In Progress
T002859,D006,Onboarding,High,2025-11-30,2025-12-03,3,Closed
T002860,D009,Benefits Question,High,2024-12-30,2025-01-04,3,Closed
T002861,D012,Onboarding,Low,2025-01-02,2025-01-06,7,Closed
T002862,D006,Vendor Request,Critical,2026-01-22,2026-01-26,1,Closed
T002863,D005,IT Access,Medium,2025-08-12,2025-08-17,5,Closed
T002864,D009,Payroll Issue,High,2025-10-08,2025-10-10,3,Closed
T002865,D012,Onboarding,Medium,2024-07-05,2024-07-09,5,Closed
T002866,D006,System Support,Medium,2025-07-22,2025-07-25,5,Closed
T002867,D001,Payroll Issue,Critical,2026-02-14,2026-02-16,1,Closed
T002868,D011,Vendor Request,Low,2024-06-30,2024-07-04,7,Closed
T002869,D001,Vendor Request,Low,2026-03-25,2026-03-29,7,Closed
T002870,D005,Benefits Question,Critical,2024-09-11,2024-09-13,1,Closed
T002871,D005,IT Access,Low,2026-03-27,2026-03-31,7,Closed
T002872,D010,Vendor Request,Critical,2024-12-29,2025-01-02,1,Closed
T002873,D001,Vendor Request,Critical,2026-04-12,2026-04-14,1,Closed
T002874,D008,IT Access,Medium,2024-06-03,2024-06-07,5,Closed
T002875,D007,Payroll Issue,Critical,2025-02-20,,1,In Progress
T002876,D009,IT Access,High,2025-11-02,2025-11-08,3,Closed
T002877,D009,Benefits Question,Low,2025-01-26,2025-01-30,7,Closed
T002878,D010,Benefits Question,High,2024-11-03,,3,Open
T002879,D010,Payroll Issue,Low,2024-12-25,2024-12-28,7,Closed
T002880,D006,System Support,Critical,2025-12-28,2026-01-02,1,Closed
T002881,D007,System Support,Low,2024-06-15,2024-06-19,7,Closed
T002882,D002,Onboarding,Critical,2026-01-28,2026-02-10,1,Closed
T002883,D009,Vendor Request,Critical,2025-06-24,2025-06-25,1,Closed
T002884,D010,System Support,High,2025-12-10,2025-12-13,3,Closed
T002885,D003,Vendor Request,Critical,2024-08-31,,1,In Progress
T002886,D012,Payroll Issue,Medium,2025-05-17,2025-05-21,5,Closed
T002887,D001,Benefits Question,High,2025-04-10,2025-04-16,3,Closed
T002888,D002,Payroll Issue,High,2025-10-14,2025-10-16,3,Closed
T002889,D006,Onboarding,Critical,2024-08-17,2024-08-22,1,Closed
T002890,D010,Benefits Question,High,2025-01-24,2025-01-27,3,Closed
T002891,D005,System Support,High,2025-07-18,2025-07-24,3,Closed
T002892,D011,Onboarding,Low,2025-02-15,2025-02-19,7,Closed
T002893,D005,Onboarding,High,2026-02-12,,3,Open
T002894,D003,Vendor Request,Critical,2024-09-09,2024-09-13,1,Closed
T002895,D001,Vendor Request,Low,2024-10-11,2024-10-11,7,Closed
T002896,D008,IT Access,High,2025-04-10,2025-04-21,3,Closed
T002897,D011,Onboarding,Medium,2024-06-23,,5,Open
T002898,D001,Onboarding,Low,2025-01-03,,7,Open
T002899,D010,Onboarding,High,2025-02-15,2025-02-19,3,Closed
T002900,D008,Payroll Issue,High,2025-12-06,2025-12-11,3,Closed
T002901,D005,Benefits Question,Critical,2024-06-26,2024-06-29,1,Closed
T002902,D003,Payroll Issue,Medium,2024-12-18,2024-12-24,5,Closed
T002903,D003,Onboarding,Low,2025-03-08,,7,In Progress
T002904,D002,System Support,Low,2025-04-18,2025-04-19,7,Closed
T002905,D003,System Support,Critical,2025-09-12,2025-09-18,1,Closed
T002906,D010,Benefits Question,Low,2024-10-06,2024-10-09,7,Closed
T002907,D009,System Support,Medium,2025-01-02,,5,Open
T002908,D001,System Support,High,2025-05-25,,3,In Progress
T002909,D005,IT Access,High,2025-08-16,2025-08-22,3,Closed
T002910,D012,IT Access,Medium,2026-02-01,,5,Open
T002911,D002,IT Access,Critical,2024-09-25,2024-09-28,1,Closed
T002912,D009,IT Access,Medium,2025-08-02,2025-08-08,5,Closed
T002913,D006,Onboarding,High,2026-04-23,,3,In Progress
T002914,D002,System Support,Critical,2026-02-02,,1,Open
T002915,D005,Payroll Issue,Low,2025-02-24,2025-02-26,7,Closed
T002916,D006,Onboarding,High,2024-07-11,2024-07-16,3,Closed
T002917,D007,System Support,High,2025-02-15,2025-02-21,3,Closed
T002918,D008,Benefits Question,Low,2024-12-12,2024-12-15,7,Closed
T002919,D003,Benefits Question,Low,2026-03-04,2026-03-08,7,Closed
T002920,D005,Payroll Issue,Low,2024-12-08,2024-12-13,7,Closed
T002921,D002,Onboarding,Medium,2024-06-23,2024-06-27,5,Closed
T002922,D009,System Support,High,2025-08-26,2025-08-28,3,Closed
T002923,D004,Vendor Request,Low,2024-06-24,2024-06-27,7,Closed
T002924,D011,System Support,Medium,2024-08-17,2024-08-19,5,Closed
T002925,D007,System Support,Low,2025-12-10,,7,In Progress
T002926,D002,Payroll Issue,Critical,2025-11-27,2025-12-01,1,Closed
T002927,D009,System Support,Low,2025-09-28,2025-10-02,7,Closed
T002928,D009,IT Access,Critical,2025-02-22,2025-02-28,1,Closed
T002929,D009,Vendor Request,High,2026-01-12,,3,In Progress
T002930,D005,Payroll Issue,High,2024-09-11,2024-09-14,3,Closed
T002931,D004,Benefits Question,Medium,2026-02-28,2026-03-03,5,Closed
T002932,D006,Payroll Issue,Critical,2024-07-29,2024-08-03,1,Closed
T002933,D006,System Support,Low,2025-07-04,2025-07-08,7,Closed
T002934,D012,Payroll Issue,Critical,2025-01-22,2025-01-24,1,Closed
T002935,D012,Vendor Request,High,2025-03-12,,3,Open
T002936,D002,Benefits Question,Low,2026-05-30,2026-05-30,7,Closed
T002937,D006,System Support,Critical,2025-09-30,2025-10-03,1,Closed
T002938,D010,Payroll Issue,Critical,2024-09-03,2024-09-07,1,Closed
T002939,D007,Payroll Issue,Medium,2026-05-11,2026-05-12,5,Closed
T002940,D009,Payroll Issue,Critical,2026-01-17,2026-01-20,1,Closed
T002941,D011,Onboarding,Medium,2025-10-29,2025-11-09,5,Closed
T002942,D005,Benefits Question,High,2025-03-31,2025-04-01,3,Closed
T002943,D006,IT Access,Low,2025-10-03,2025-10-10,7,Closed
T002944,D007,Onboarding,Medium,2025-06-10,2025-06-20,5,Closed
T002945,D008,System Support,Medium,2026-03-12,2026-03-14,5,Closed
T002946,D003,Vendor Request,Low,2025-02-07,2025-02-08,7,Closed
T002947,D003,IT Access,Critical,2025-12-20,2025-12-28,1,Closed
T002948,D009,System Support,Critical,2024-09-26,2024-09-29,1,Closed
T002949,D012,IT Access,Medium,2026-03-30,2026-04-02,5,Closed
T002950,D007,IT Access,Medium,2024-09-12,2024-09-14,5,Closed
T002951,D003,Onboarding,Critical,2024-11-27,,1,Open
T002952,D006,Payroll Issue,Critical,2026-05-18,2026-05-22,1,Closed
T002953,D012,Onboarding,Medium,2025-01-30,2025-02-04,5,Closed
T002954,D002,Benefits Question,High,2026-03-28,2026-03-29,3,Closed
T002955,D010,Onboarding,Low,2025-11-22,2025-11-28,7,Closed
T002956,D002,System Support,High,2024-12-31,2025-01-01,3,Closed
T002957,D008,Vendor Request,Critical,2025-04-11,2025-04-16,1,Closed
T002958,D012,Vendor Request,High,2025-07-25,2025-07-30,3,Closed
T002959,D008,System Support,Medium,2026-03-17,,5,In Progress
T002960,D012,Payroll Issue,Low,2025-03-27,2025-03-31,7,Closed
T002961,D003,IT Access,High,2024-09-13,2024-09-18,3,Closed
T002962,D007,Benefits Question,Critical,2024-11-21,,1,Open
T002963,D003,Onboarding,High,2025-01-26,2025-01-27,3,Closed
T002964,D004,Benefits Question,Critical,2025-02-06,,1,In Progress
T002965,D006,IT Access,Critical,2026-04-17,2026-04-24,1,Closed
T002966,D006,Vendor Request,High,2025-10-10,2025-10-12,3,Closed
T002967,D003,Payroll Issue,Low,2025-07-11,2025-07-14,7,Closed
T002968,D012,System Support,Medium,2026-03-18,2026-03-21,5,Closed
T002969,D007,Onboarding,High,2025-04-04,2025-04-10,3,Closed
T002970,D010,Benefits Question,Low,2026-01-02,2026-01-05,7,Closed
T002971,D006,Benefits Question,Medium,2025-12-24,2025-12-27,5,Closed
T002972,D002,Benefits Question,High,2026-04-23,2026-04-24,3,Closed
T002973,D008,Vendor Request,Medium,2024-08-03,2024-08-07,5,Closed
T002974,D003,Benefits Question,High,2026-03-25,2026-03-27,3,Closed
T002975,D010,IT Access,Medium,2024-09-21,2024-09-30,5,Closed
T002976,D003,IT Access,Medium,2024-08-11,,5,Open
T002977,D009,Payroll Issue,Low,2024-09-30,2024-09-30,7,Closed
T002978,D010,IT Access,Medium,2026-03-12,2026-03-17,5,Closed
T002979,D008,IT Access,High,2024-09-24,2024-10-01,3,Closed
T002980,D005,Onboarding,Critical,2026-04-01,2026-04-09,1,Closed
T002981,D009,Payroll Issue,Critical,2024-06-17,,1,Open
T002982,D005,IT Access,Low,2025-08-24,2025-08-29,7,Closed
T002983,D007,Vendor Request,High,2025-01-07,2025-01-08,3,Closed
T002984,D002,Payroll Issue,High,2024-06-16,2024-06-17,3,Closed
T002985,D012,System Support,Low,2025-10-17,2025-10-20,7,Closed
T002986,D006,IT Access,Medium,2025-01-01,2025-01-06,5,Closed
T002987,D006,Payroll Issue,High,2025-07-17,2025-07-18,3,Closed
T002988,D005,Vendor Request,Low,2025-01-14,2025-01-17,7,Closed
T002989,D012,System Support,High,2025-11-23,2025-11-25,3,Closed
T002990,D001,Vendor Request,Low,2026-03-28,2026-04-01,7,Closed
T002991,D012,Onboarding,High,2025-10-02,2025-10-08,3,Closed
T002992,D009,System Support,Low,2026-03-06,2026-03-10,7,Closed
T002993,D011,System Support,Low,2025-01-08,2025-01-10,7,Closed
T002994,D004,Payroll Issue,Critical,2025-01-01,2025-01-07,1,Closed
T002995,D004,System Support,Medium,2024-10-06,,5,In Progress
T002996,D005,Vendor Request,Medium,2024-08-25,2024-09-02,5,Closed
T002997,D008,Payroll Issue,Critical,2024-11-11,2024-11-14,1,Closed
T002998,D005,Payroll Issue,Medium,2024-09-13,2024-09-16,5,Closed
T002999,D011,IT Access,Medium,2025-08-22,2025-08-26,5,Closed
T003000,D007,IT Access,Critical,2025-10-13,,1,In Progress
T003001,D010,Payroll Issue,Medium,2026-02-20,,5,Open
T003002,D001,Vendor Request,High,2025-02-13,2025-02-14,3,Closed
T003003,D010,Vendor Request,Medium,2025-11-19,2025-11-21,5,Closed
T003004,D011,Benefits Question,Critical,2026-01-23,2026-01-24,1,Closed
T003005,D009,System Support,Medium,2024-08-19,,5,Open
T003006,D005,Payroll Issue,High,2025-03-12,2025-03-14,3,Closed
T003007,D011,Vendor Request,Critical,2025-10-21,,1,Open
T003008,D011,Vendor Request,High,2024-09-12,2024-09-19,3,Closed
T003009,D009,Vendor Request,High,2024-12-01,2024-12-06,3,Closed
T003010,D002,Payroll Issue,Low,2026-03-02,2026-03-05,7,Closed
T003011,D005,Vendor Request,Critical,2025-01-01,2025-01-01,1,Closed
T003012,D006,Payroll Issue,Critical,2024-08-31,,1,In Progress
T003013,D002,Payroll Issue,Critical,2024-12-04,,1,In Progress
T003014,D006,System Support,Low,2025-04-23,2025-04-24,7,Closed
T003015,D006,System Support,Critical,2026-04-13,2026-04-15,1,Closed
T003016,D012,Payroll Issue,Critical,2025-10-15,2025-10-25,1,Closed
T003017,D008,Onboarding,Critical,2025-09-28,2025-10-05,1,Closed
T003018,D001,Benefits Question,High,2025-11-19,2025-11-20,3,Closed
T003019,D009,Payroll Issue,Critical,2025-11-12,2025-11-18,1,Closed
T003020,D001,Onboarding,High,2024-11-19,2024-11-25,3,Closed
T003021,D011,Benefits Question,Critical,2026-04-21,2026-04-28,1,Closed
T003022,D007,Vendor Request,Critical,2026-03-09,2026-03-14,1,Closed
T003023,D007,Benefits Question,Low,2024-07-19,2024-07-22,7,Closed
T003024,D005,Vendor Request,Medium,2026-05-06,2026-05-12,5,Closed
T003025,D006,System Support,Low,2025-08-14,2025-08-15,7,Closed
T003026,D005,Vendor Request,Critical,2025-07-30,2025-08-07,1,Closed
T003027,D004,Onboarding,Medium,2026-05-01,,5,Open
T003028,D004,System Support,Low,2025-01-05,,7,Open
T003029,D010,Onboarding,High,2025-07-08,2025-07-13,3,Closed
T003030,D010,Onboarding,Low,2025-05-02,2025-05-06,7,Closed
T003031,D007,IT Access,High,2024-12-14,2024-12-20,3,Closed
T003032,D009,IT Access,Low,2025-01-25,2025-02-02,7,Closed
T003033,D004,Benefits Question,Medium,2026-05-08,2026-05-10,5,Closed
T003034,D003,Onboarding,Critical,2025-11-01,,1,Open
T003035,D005,Payroll Issue,High,2025-05-05,2025-05-09,3,Closed
T003036,D006,Vendor Request,Medium,2024-06-27,2024-06-29,5,Closed
T003037,D009,System Support,Medium,2025-01-31,,5,Open
T003038,D001,IT Access,Low,2025-07-07,2025-07-13,7,Closed
T003039,D002,Onboarding,Critical,2024-10-12,2024-10-20,1,Closed
T003040,D001,Payroll Issue,High,2025-03-22,2025-03-25,3,Closed
T003041,D005,IT Access,Medium,2025-03-15,2025-03-18,5,Closed
T003042,D001,Benefits Question,Low,2025-05-01,2025-05-06,7,Closed
T003043,D007,System Support,Critical,2025-03-11,2025-03-15,1,Closed
T003044,D003,System Support,High,2026-01-04,2026-01-06,3,Closed
