payroll_id,employee_id,pay_period,base_pay,overtime_pay,bonus_pay,total_compensation,pay_year,pay_month,pay_month_name,pay_year_month,overtime_flag
P013520,E0564,2024-08-01,4503.08,235.28,0,4738.37,2024,8,Aug,2024-08,1
P013521,E0564,2024-09-01,4503.08,198.33,0,4701.41,2024,9,Sep,2024-09,1
P013522,E0564,2024-10-01,4503.08,233.76,0,4736.84,2024,10,Oct,2024-10,1
P013523,E0564,2024-11-01,4503.08,378.79,0,4881.87,2024,11,Nov,2024-11,1
P013524,E0564,2024-12-01,4503.08,190.16,0,4693.24,2024,12,Dec,2024-12,1
P013525,E0564,2025-01-01,4503.08,526.86,0,5029.95,2025,1,Jan,2025-01,1
P013526,E0564,2025-02-01,4503.08,151.96,0,4655.04,2025,2,Feb,2025-02,1
P013527,E0564,2025-03-01,4503.08,137.38,0,4640.46,2025,3,Mar,2025-03,1
P013528,E0564,2025-04-01,4503.08,456.99,0,4960.07,2025,4,Apr,2025-04,1
P013529,E0564,2025-05-01,4503.08,134.96,250,4888.05,2025,5,May,2025-05,1
P013530,E0564,2025-06-01,4503.08,224.95,0,4728.03,2025,6,Jun,2025-06,1
P013531,E0564,2025-07-01,4503.08,293.79,0,4796.88,2025,7,Jul,2025-07,1
P013532,E0564,2025-08-01,4503.08,254.0,250,5007.08,2025,8,Aug,2025-08,1
P013533,E0564,2025-09-01,4503.08,144.68,0,4647.77,2025,9,Sep,2025-09,1
P013534,E0564,2025-10-01,4503.08,147.31,250,4900.4,2025,10,Oct,2025-10,1
P013535,E0564,2025-11-01,4503.08,150.02,0,4653.11,2025,11,Nov,2025-11,1
P013536,E0564,2025-12-01,4503.08,254.36,0,4757.45,2025,12,Dec,2025-12,1
P013537,E0565,2024-01-01,4808.92,361.36,0,5170.28,2024,1,Jan,2024-01,1
P013538,E0565,2024-02-01,4808.92,89.29,500,5398.2,2024,2,Feb,2024-02,1
P013539,E0565,2024-03-01,4808.92,173.93,0,4982.85,2024,3,Mar,2024-03,1
P013540,E0565,2024-04-01,4808.92,575.48,0,5384.4,2024,4,Apr,2024-04,1
P013541,E0565,2024-05-01,4808.92,367.68,0,5176.59,2024,5,May,2024-05,1
P013542,E0565,2024-06-01,4808.92,135.81,0,4944.73,2024,6,Jun,2024-06,1
P013543,E0565,2024-07-01,4808.92,148.42,250,5207.34,2024,7,Jul,2024-07,1
P013544,E0565,2024-08-01,4808.92,239.29,250,5298.21,2024,8,Aug,2024-08,1
P013545,E0565,2024-09-01,4808.92,223.41,0,5032.33,2024,9,Sep,2024-09,1
P013546,E0565,2024-10-01,4808.92,145.28,500,5454.2,2024,10,Oct,2024-10,1
P013547,E0565,2024-11-01,4808.92,206.6,0,5015.52,2024,11,Nov,2024-11,1
P013548,E0565,2024-12-01,4808.92,148.29,0,4957.21,2024,12,Dec,2024-12,1
P013549,E0565,2025-01-01,4808.92,313.85,0,5122.77,2025,1,Jan,2025-01,1
P013550,E0565,2025-02-01,4808.92,78.67,0,4887.59,2025,2,Feb,2025-02,1
P013551,E0565,2025-03-01,4808.92,267.32,0,5076.23,2025,3,Mar,2025-03,1
P013552,E0565,2025-04-01,4808.92,34.69,500,5343.61,2025,4,Apr,2025-04,1
P013553,E0565,2025-05-01,4808.92,531.95,0,5340.86,2025,5,May,2025-05,1
P013554,E0565,2025-06-01,4808.92,192.65,0,5001.57,2025,6,Jun,2025-06,1
P013555,E0565,2025-07-01,4808.92,163.1,0,4972.02,2025,7,Jul,2025-07,1
P013556,E0565,2025-08-01,4808.92,263.94,250,5322.86,2025,8,Aug,2025-08,1
P013557,E0565,2025-09-01,4808.92,33.92,0,4842.84,2025,9,Sep,2025-09,1
P013558,E0565,2025-10-01,4808.92,70.49,0,4879.4,2025,10,Oct,2025-10,1
P013559,E0565,2025-11-01,4808.92,6.62,0,4815.54,2025,11,Nov,2025-11,1
P013560,E0565,2025-12-01,4808.92,728.53,0,5537.45,2025,12,Dec,2025-12,1
P013561,E0566,2024-01-01,7425.83,813.03,0,8238.87,2024,1,Jan,2024-01,1
P013562,E0566,2024-02-01,7425.83,1064.17,0,8490.0,2024,2,Feb,2024-02,1
P013563,E0566,2024-03-01,7425.83,629.75,0,8055.58,2024,3,Mar,2024-03,1
P013564,E0566,2024-04-01,7425.83,88.07,0,7513.91,2024,4,Apr,2024-04,1
P013565,E0566,2024-05-01,7425.83,783.65,0,8209.48,2024,5,May,2024-05,1
P013566,E0566,2024-06-01,7425.83,171.1,1000,8596.93,2024,6,Jun,2024-06,1
P013567,E0566,2024-07-01,7425.83,654.05,250,8329.89,2024,7,Jul,2024-07,1
P013568,E0566,2024-08-01,7425.83,515.33,0,7941.17,2024,8,Aug,2024-08,1
P013569,E0566,2024-09-01,7425.83,264.1,1000,8689.93,2024,9,Sep,2024-09,1
P013570,E0566,2024-10-01,7425.83,194.29,0,7620.12,2024,10,Oct,2024-10,1
P013571,E0566,2024-11-01,7425.83,274.06,0,7699.9,2024,11,Nov,2024-11,1
P013572,E0566,2024-12-01,7425.83,913.1,500,8838.94,2024,12,Dec,2024-12,1
P013573,E0566,2025-01-01,7425.83,291.33,0,7717.16,2025,1,Jan,2025-01,1
P013574,E0566,2025-02-01,7425.83,142.66,250,7818.49,2025,2,Feb,2025-02,1
P013575,E0566,2025-03-01,7425.83,47.01,0,7472.85,2025,3,Mar,2025-03,1
P013576,E0566,2025-04-01,7425.83,688.9,500,8614.74,2025,4,Apr,2025-04,1
P013577,E0566,2025-05-01,7425.83,801.12,0,8226.95,2025,5,May,2025-05,1
P013578,E0566,2025-06-01,7425.83,515.19,250,8191.02,2025,6,Jun,2025-06,1
P013579,E0566,2025-07-01,7425.83,620.87,0,8046.7,2025,7,Jul,2025-07,1
P013580,E0566,2025-08-01,7425.83,112.17,0,7538.0,2025,8,Aug,2025-08,1
P013581,E0566,2025-09-01,7425.83,205.85,0,7631.68,2025,9,Sep,2025-09,1
P013582,E0566,2025-10-01,7425.83,147.84,500,8073.67,2025,10,Oct,2025-10,1
P013583,E0566,2025-11-01,7425.83,257.46,0,7683.3,2025,11,Nov,2025-11,1
P013584,E0566,2025-12-01,7425.83,607.99,0,8033.82,2025,12,Dec,2025-12,1
P013585,E0567,2024-01-01,4302.17,197.5,0,4499.67,2024,1,Jan,2024-01,1
P013586,E0567,2024-02-01,4302.17,283.24,0,4585.4,2024,2,Feb,2024-02,1
P013587,E0567,2024-03-01,4302.17,210.13,0,4512.29,2024,3,Mar,2024-03,1
P013588,E0567,2024-04-01,4302.17,30.44,0,4332.6,2024,4,Apr,2024-04,1
P013589,E0567,2024-05-01,4302.17,46.62,0,4348.79,2024,5,May,2024-05,1
P013590,E0567,2024-06-01,4302.17,358.92,0,4661.09,2024,6,Jun,2024-06,1
P013591,E0567,2024-07-01,4302.17,531.28,0,4833.45,2024,7,Jul,2024-07,1
P013592,E0567,2024-08-01,4302.17,82.75,0,4384.92,2024,8,Aug,2024-08,1
P013593,E0567,2024-09-01,4302.17,393.81,0,4695.98,2024,9,Sep,2024-09,1
P013594,E0567,2024-10-01,4302.17,55.89,0,4358.06,2024,10,Oct,2024-10,1
P013595,E0567,2024-11-01,4302.17,164.86,0,4467.02,2024,11,Nov,2024-11,1
P013596,E0567,2024-12-01,4302.17,558.13,0,4860.29,2024,12,Dec,2024-12,1
P013597,E0567,2025-01-01,4302.17,139.32,0,4441.48,2025,1,Jan,2025-01,1
P013598,E0567,2025-02-01,4302.17,265.68,500,5067.85,2025,2,Feb,2025-02,1
P013599,E0567,2025-03-01,4302.17,191.48,0,4493.65,2025,3,Mar,2025-03,1
P013600,E0567,2025-04-01,4302.17,205.35,0,4507.52,2025,4,Apr,2025-04,1
P013601,E0567,2025-05-01,4302.17,101.6,0,4403.77,2025,5,May,2025-05,1
P013602,E0567,2025-06-01,4302.17,198.92,0,4501.09,2025,6,Jun,2025-06,1
P013603,E0567,2025-07-01,4302.17,215.15,500,5017.32,2025,7,Jul,2025-07,1
P013604,E0567,2025-08-01,4302.17,780.39,0,5082.56,2025,8,Aug,2025-08,1
P013605,E0567,2025-09-01,4302.17,268.71,0,4570.87,2025,9,Sep,2025-09,1
P013606,E0567,2025-10-01,4302.17,88.75,0,4390.91,2025,10,Oct,2025-10,1
P013607,E0567,2025-11-01,4302.17,380.57,500,5182.74,2025,11,Nov,2025-11,1
P013608,E0567,2025-12-01,4302.17,132.77,0,4434.93,2025,12,Dec,2025-12,1
P013609,E0568,2024-01-01,7145.42,746.71,0,7892.13,2024,1,Jan,2024-01,1
P013610,E0568,2024-02-01,7145.42,165.07,250,7560.49,2024,2,Feb,2024-02,1
P013611,E0568,2024-03-01,7145.42,416.33,0,7561.74,2024,3,Mar,2024-03,1
P013612,E0568,2024-04-01,7145.42,362.58,0,7508.0,2024,4,Apr,2024-04,1
P013613,E0568,2024-05-01,7145.42,40.85,0,7186.27,2024,5,May,2024-05,1
P013614,E0568,2024-06-01,7145.42,458.49,0,7603.91,2024,6,Jun,2024-06,1
P013615,E0568,2024-07-01,7145.42,369.36,0,7514.78,2024,7,Jul,2024-07,1
P013616,E0568,2024-08-01,7145.42,684.23,0,7829.64,2024,8,Aug,2024-08,1
P013617,E0568,2024-09-01,7145.42,390.19,0,7535.61,2024,9,Sep,2024-09,1
P013618,E0568,2024-10-01,7145.42,170.01,0,7315.43,2024,10,Oct,2024-10,1
P013619,E0568,2024-11-01,7145.42,349.94,0,7495.36,2024,11,Nov,2024-11,1
P013620,E0568,2024-12-01,7145.42,29.8,0,7175.22,2024,12,Dec,2024-12,1
P013621,E0568,2025-01-01,7145.42,198.03,0,7343.45,2025,1,Jan,2025-01,1
P013622,E0568,2025-02-01,7145.42,320.79,500,7966.2,2025,2,Feb,2025-02,1
P013623,E0568,2025-03-01,7145.42,208.47,500,7853.89,2025,3,Mar,2025-03,1
P013624,E0568,2025-04-01,7145.42,685.24,0,7830.65,2025,4,Apr,2025-04,1
P013625,E0568,2025-05-01,7145.42,168.22,0,7313.63,2025,5,May,2025-05,1
P013626,E0568,2025-06-01,7145.42,756.57,0,7901.98,2025,6,Jun,2025-06,1
P013627,E0568,2025-07-01,7145.42,97.36,0,7242.78,2025,7,Jul,2025-07,1
P013628,E0568,2025-08-01,7145.42,1693.96,0,8839.38,2025,8,Aug,2025-08,1
P013629,E0568,2025-09-01,7145.42,850.43,0,7995.85,2025,9,Sep,2025-09,1
P013630,E0568,2025-10-01,7145.42,626.66,0,7772.08,2025,10,Oct,2025-10,1
P013631,E0568,2025-11-01,7145.42,348.53,0,7493.94,2025,11,Nov,2025-11,1
P013632,E0568,2025-12-01,7145.42,391.61,0,7537.03,2025,12,Dec,2025-12,1
P013633,E0569,2024-01-01,10351.92,158.28,500,11010.2,2024,1,Jan,2024-01,1
P013634,E0569,2024-02-01,10351.92,334.8,250,10936.72,2024,2,Feb,2024-02,1
P013635,E0569,2024-03-01,10351.92,42.63,0,10394.55,2024,3,Mar,2024-03,1
P013636,E0569,2024-04-01,10351.92,282.54,0,10634.46,2024,4,Apr,2024-04,1
P013637,E0569,2024-05-01,10351.92,101.83,0,10453.75,2024,5,May,2024-05,1
P013638,E0569,2024-06-01,10351.92,68.74,0,10420.66,2024,6,Jun,2024-06,1
P013639,E0569,2024-07-01,10351.92,237.22,0,10589.14,2024,7,Jul,2024-07,1
P013640,E0569,2024-08-01,10351.92,89.23,0,10441.15,2024,8,Aug,2024-08,1
P013641,E0569,2024-09-01,10351.92,371.7,250,10973.61,2024,9,Sep,2024-09,1
P013642,E0569,2024-10-01,10351.92,354.75,0,10706.66,2024,10,Oct,2024-10,1
P013643,E0569,2024-11-01,10351.92,81.54,0,10433.45,2024,11,Nov,2024-11,1
P013644,E0569,2024-12-01,10351.92,194.94,250,10796.85,2024,12,Dec,2024-12,1
P013645,E0569,2025-01-01,10351.92,135.6,0,10487.51,2025,1,Jan,2025-01,1
P013646,E0569,2025-02-01,10351.92,151.93,0,10503.84,2025,2,Feb,2025-02,1
P013647,E0569,2025-03-01,10351.92,29.39,250,10631.31,2025,3,Mar,2025-03,1
P013648,E0569,2025-04-01,10351.92,603.31,0,10955.23,2025,4,Apr,2025-04,1
P013649,E0569,2025-05-01,10351.92,58.72,250,10660.64,2025,5,May,2025-05,1
P013650,E0569,2025-06-01,10351.92,489.69,0,10841.61,2025,6,Jun,2025-06,1
P013651,E0569,2025-07-01,10351.92,47.55,500,10899.47,2025,7,Jul,2025-07,1
P013652,E0569,2025-08-01,10351.92,542.73,0,10894.65,2025,8,Aug,2025-08,1
P013653,E0569,2025-09-01,10351.92,97.14,0,10449.06,2025,9,Sep,2025-09,1
P013654,E0569,2025-10-01,10351.92,146.06,0,10497.98,2025,10,Oct,2025-10,1
P013655,E0569,2025-11-01,10351.92,23.08,0,10375.0,2025,11,Nov,2025-11,1
P013656,E0569,2025-12-01,10351.92,76.95,0,10428.87,2025,12,Dec,2025-12,1
P013657,E0570,2024-01-01,5038.33,287.98,0,5326.32,2024,1,Jan,2024-01,1
P013658,E0570,2024-02-01,5038.33,119.01,0,5157.34,2024,2,Feb,2024-02,1
P013659,E0570,2024-03-01,5038.33,387.36,0,5425.7,2024,3,Mar,2024-03,1
P013660,E0570,2024-04-01,5038.33,273.52,250,5561.86,2024,4,Apr,2024-04,1
P013661,E0570,2024-05-01,5038.33,114.56,0,5152.89,2024,5,May,2024-05,1
P013662,E0570,2024-06-01,5038.33,55.44,0,5093.77,2024,6,Jun,2024-06,1
P013663,E0570,2024-07-01,5038.33,579.72,0,5618.06,2024,7,Jul,2024-07,1
P013664,E0570,2024-08-01,5038.33,76.03,0,5114.37,2024,8,Aug,2024-08,1
P013665,E0570,2024-09-01,5038.33,67.7,0,5106.03,2024,9,Sep,2024-09,1
P013666,E0570,2024-10-01,5038.33,99.74,0,5138.08,2024,10,Oct,2024-10,1
P013667,E0570,2024-11-01,5038.33,358.79,1000,6397.13,2024,11,Nov,2024-11,1
P013668,E0570,2024-12-01,5038.33,215.02,0,5253.35,2024,12,Dec,2024-12,1
P013669,E0570,2025-01-01,5038.33,413.42,0,5451.75,2025,1,Jan,2025-01,1
P013670,E0570,2025-02-01,5038.33,146.84,0,5185.17,2025,2,Feb,2025-02,1
P013671,E0570,2025-03-01,5038.33,218.64,0,5256.97,2025,3,Mar,2025-03,1
P013672,E0570,2025-04-01,5038.33,176.4,0,5214.74,2025,4,Apr,2025-04,1
P013673,E0570,2025-05-01,5038.33,129.1,250,5417.43,2025,5,May,2025-05,1
P013674,E0570,2025-06-01,5038.33,493.45,0,5531.79,2025,6,Jun,2025-06,1
P013675,E0570,2025-07-01,5038.33,606.78,0,5645.12,2025,7,Jul,2025-07,1
P013676,E0570,2025-08-01,5038.33,1260.11,0,6298.45,2025,8,Aug,2025-08,1
P013677,E0570,2025-09-01,5038.33,311.01,0,5349.35,2025,9,Sep,2025-09,1
P013678,E0570,2025-10-01,5038.33,111.48,0,5149.81,2025,10,Oct,2025-10,1
P013679,E0570,2025-11-01,5038.33,145.44,0,5183.78,2025,11,Nov,2025-11,1
P013680,E0570,2025-12-01,5038.33,165.5,250,5453.83,2025,12,Dec,2025-12,1
P013681,E0571,2024-01-01,7470.92,163.39,0,7634.3,2024,1,Jan,2024-01,1
P013682,E0571,2024-02-01,7470.92,103.8,0,7574.72,2024,2,Feb,2024-02,1
P013683,E0571,2024-03-01,7470.92,31.73,500,8002.65,2024,3,Mar,2024-03,1
P013684,E0571,2024-04-01,7470.92,242.3,0,7713.22,2024,4,Apr,2024-04,1
P013685,E0571,2024-05-01,7470.92,107.39,0,7578.31,2024,5,May,2024-05,1
P013686,E0571,2024-06-01,7470.92,162.68,0,7633.59,2024,6,Jun,2024-06,1
P013687,E0571,2024-07-01,7470.92,305.37,500,8276.29,2024,7,Jul,2024-07,1
P013688,E0571,2024-08-01,7470.92,158.59,0,7629.5,2024,8,Aug,2024-08,1
P013689,E0571,2024-09-01,7470.92,524.03,0,7994.94,2024,9,Sep,2024-09,1
P013690,E0571,2024-10-01,7470.92,91.69,0,7562.6,2024,10,Oct,2024-10,1
P013691,E0571,2024-11-01,7470.92,175.81,0,7646.73,2024,11,Nov,2024-11,1
P013692,E0571,2024-12-01,7470.92,243.39,0,7714.3,2024,12,Dec,2024-12,1
P013693,E0571,2025-01-01,7470.92,102.43,0,7573.35,2025,1,Jan,2025-01,1
P013694,E0571,2025-02-01,7470.92,47.08,250,7768.0,2025,2,Feb,2025-02,1
P013695,E0571,2025-03-01,7470.92,119.51,0,7590.42,2025,3,Mar,2025-03,1
P013696,E0571,2025-04-01,7470.92,91.63,0,7562.54,2025,4,Apr,2025-04,1
P013697,E0571,2025-05-01,7470.92,91.38,250,7812.29,2025,5,May,2025-05,1
P013698,E0571,2025-06-01,7470.92,180.91,0,7651.83,2025,6,Jun,2025-06,1
P013699,E0571,2025-07-01,7470.92,115.04,0,7585.96,2025,7,Jul,2025-07,1
P013700,E0571,2025-08-01,7470.92,189.28,0,7660.19,2025,8,Aug,2025-08,1
P013701,E0571,2025-09-01,7470.92,424.02,0,7894.93,2025,9,Sep,2025-09,1
P013702,E0571,2025-10-01,7470.92,70.7,500,8041.62,2025,10,Oct,2025-10,1
P013703,E0571,2025-11-01,7470.92,159.01,0,7629.92,2025,11,Nov,2025-11,1
P013704,E0571,2025-12-01,7470.92,460.32,0,7931.24,2025,12,Dec,2025-12,1
P013705,E0572,2024-01-01,7928.92,188.17,500,8617.08,2024,1,Jan,2024-01,1
P013706,E0572,2024-02-01,7928.92,210.75,0,8139.66,2024,2,Feb,2024-02,1
P013707,E0572,2024-03-01,7928.92,117.81,250,8296.73,2024,3,Mar,2024-03,1
P013708,E0572,2024-04-01,7928.92,558.31,0,8487.22,2024,4,Apr,2024-04,1
P013709,E0572,2024-05-01,7928.92,99.74,0,8028.66,2024,5,May,2024-05,1
P013710,E0572,2024-06-01,7928.92,193.34,0,8122.26,2024,6,Jun,2024-06,1
P013711,E0572,2024-07-01,7928.92,284.84,0,8213.75,2024,7,Jul,2024-07,1
P013712,E0572,2024-08-01,7928.92,50.89,500,8479.81,2024,8,Aug,2024-08,1
P013713,E0572,2024-09-01,7928.92,420.09,0,8349.01,2024,9,Sep,2024-09,1
P013714,E0572,2024-10-01,7928.92,389.62,0,8318.53,2024,10,Oct,2024-10,1
P013715,E0572,2024-11-01,7928.92,174.08,0,8102.99,2024,11,Nov,2024-11,1
P013716,E0572,2024-12-01,7928.92,162.82,0,8091.74,2024,12,Dec,2024-12,1
P013717,E0572,2025-01-01,7928.92,129.82,0,8058.73,2025,1,Jan,2025-01,1
P013718,E0572,2025-02-01,7928.92,161.59,0,8090.51,2025,2,Feb,2025-02,1
P013719,E0572,2025-03-01,7928.92,268.07,0,8196.98,2025,3,Mar,2025-03,1
P013720,E0572,2025-04-01,7928.92,298.36,250,8477.27,2025,4,Apr,2025-04,1
P013721,E0572,2025-05-01,7928.92,251.76,0,8180.67,2025,5,May,2025-05,1
P013722,E0572,2025-06-01,7928.92,150.43,0,8079.35,2025,6,Jun,2025-06,1
P013723,E0572,2025-07-01,7928.92,398.79,0,8327.71,2025,7,Jul,2025-07,1
P013724,E0572,2025-08-01,7928.92,65.27,0,7994.19,2025,8,Aug,2025-08,1
P013725,E0572,2025-09-01,7928.92,83.17,0,8012.09,2025,9,Sep,2025-09,1
P013726,E0572,2025-10-01,7928.92,224.36,250,8403.28,2025,10,Oct,2025-10,1
P013727,E0572,2025-11-01,7928.92,155.62,0,8084.53,2025,11,Nov,2025-11,1
P013728,E0572,2025-12-01,7928.92,162.28,500,8591.2,2025,12,Dec,2025-12,1
P013729,E0573,2024-01-01,3656.58,26.74,250,3933.32,2024,1,Jan,2024-01,1
P013730,E0573,2024-02-01,3656.58,162.85,0,3819.43,2024,2,Feb,2024-02,1
P013731,E0573,2024-03-01,3656.58,374.93,0,4031.51,2024,3,Mar,2024-03,1
P013732,E0573,2024-04-01,3656.58,134.32,0,3790.9,2024,4,Apr,2024-04,1
P013733,E0573,2024-05-01,3656.58,227.35,1000,4883.94,2024,5,May,2024-05,1
P013734,E0573,2024-06-01,3656.58,203.83,0,3860.41,2024,6,Jun,2024-06,1
P013735,E0573,2024-07-01,3656.58,133.3,0,3789.89,2024,7,Jul,2024-07,1
P013736,E0573,2024-08-01,3656.58,273.91,0,3930.49,2024,8,Aug,2024-08,1
P013737,E0573,2024-09-01,3656.58,154.43,0,3811.01,2024,9,Sep,2024-09,1
P013738,E0573,2024-10-01,3656.58,172.85,0,3829.44,2024,10,Oct,2024-10,1
P013739,E0573,2024-11-01,3656.58,318.22,0,3974.8,2024,11,Nov,2024-11,1
P013740,E0573,2024-12-01,3656.58,73.66,500,4230.24,2024,12,Dec,2024-12,1
P013741,E0573,2025-01-01,3656.58,59.95,250,3966.54,2025,1,Jan,2025-01,1
P013742,E0573,2025-02-01,3656.58,189.78,0,3846.36,2025,2,Feb,2025-02,1
P013743,E0573,2025-03-01,3656.58,171.64,0,3828.23,2025,3,Mar,2025-03,1
P013744,E0573,2025-04-01,3656.58,374.31,0,4030.89,2025,4,Apr,2025-04,1
P013745,E0573,2025-05-01,3656.58,45.72,0,3702.31,2025,5,May,2025-05,1
P013746,E0573,2025-06-01,3656.58,283.31,0,3939.9,2025,6,Jun,2025-06,1
P013747,E0573,2025-07-01,3656.58,13.52,500,4170.1,2025,7,Jul,2025-07,1
P013748,E0573,2025-08-01,3656.58,362.93,0,4019.51,2025,8,Aug,2025-08,1
P013749,E0573,2025-09-01,3656.58,240.29,0,3896.88,2025,9,Sep,2025-09,1
P013750,E0573,2025-10-01,3656.58,127.3,0,3783.88,2025,10,Oct,2025-10,1
P013751,E0573,2025-11-01,3656.58,76.71,0,3733.29,2025,11,Nov,2025-11,1
P013752,E0573,2025-12-01,3656.58,214.7,0,3871.28,2025,12,Dec,2025-12,1
P013753,E0574,2024-01-01,7359.17,160.37,250,7769.53,2024,1,Jan,2024-01,1
P013754,E0574,2024-02-01,7359.17,131.08,250,7740.25,2024,2,Feb,2024-02,1
P013755,E0574,2024-03-01,7359.17,603.77,0,7962.93,2024,3,Mar,2024-03,1
P013756,E0574,2024-04-01,7359.17,377.85,250,7987.02,2024,4,Apr,2024-04,1
P013757,E0574,2024-05-01,7359.17,49.59,0,7408.76,2024,5,May,2024-05,1
P013758,E0574,2024-06-01,7359.17,110.02,0,7469.19,2024,6,Jun,2024-06,1
P013759,E0574,2024-07-01,7359.17,43.74,500,7902.9,2024,7,Jul,2024-07,1
P013760,E0574,2024-08-01,7359.17,147.29,500,8006.46,2024,8,Aug,2024-08,1
P013761,E0574,2024-09-01,7359.17,318.17,0,7677.34,2024,9,Sep,2024-09,1
P013762,E0574,2024-10-01,7359.17,164.54,0,7523.71,2024,10,Oct,2024-10,1
P013763,E0574,2024-11-01,7359.17,275.34,0,7634.51,2024,11,Nov,2024-11,1
P013764,E0574,2024-12-01,7359.17,169.01,0,7528.18,2024,12,Dec,2024-12,1
P013765,E0574,2025-01-01,7359.17,561.87,0,7921.03,2025,1,Jan,2025-01,1
P013766,E0574,2025-02-01,7359.17,198.27,0,7557.44,2025,2,Feb,2025-02,1
P013767,E0574,2025-03-01,7359.17,627.49,0,7986.66,2025,3,Mar,2025-03,1
P013768,E0574,2025-04-01,7359.17,120.62,0,7479.79,2025,4,Apr,2025-04,1
P013769,E0574,2025-05-01,7359.17,192.62,0,7551.78,2025,5,May,2025-05,1
P013770,E0574,2025-06-01,7359.17,375.26,0,7734.42,2025,6,Jun,2025-06,1
P013771,E0574,2025-07-01,7359.17,95.8,0,7454.97,2025,7,Jul,2025-07,1
P013772,E0574,2025-08-01,7359.17,500.21,0,7859.38,2025,8,Aug,2025-08,1
P013773,E0574,2025-09-01,7359.17,391.48,250,8000.65,2025,9,Sep,2025-09,1
P013774,E0574,2025-10-01,7359.17,101.3,0,7460.46,2025,10,Oct,2025-10,1
P013775,E0574,2025-11-01,7359.17,70.39,0,7429.55,2025,11,Nov,2025-11,1
P013776,E0574,2025-12-01,7359.17,107.15,0,7466.32,2025,12,Dec,2025-12,1
P013777,E0575,2024-01-01,8790.33,449.25,0,9239.58,2024,1,Jan,2024-01,1
P013778,E0575,2024-02-01,8790.33,420.7,0,9211.04,2024,2,Feb,2024-02,1
P013779,E0575,2024-03-01,8790.33,328.25,250,9368.58,2024,3,Mar,2024-03,1
P013780,E0575,2024-04-01,8790.33,103.91,0,8894.24,2024,4,Apr,2024-04,1
P013781,E0575,2024-05-01,8790.33,105.86,0,8896.2,2024,5,May,2024-05,1
P013782,E0575,2024-06-01,8790.33,278.51,0,9068.84,2024,6,Jun,2024-06,1
P013783,E0575,2024-07-01,8790.33,546.9,0,9337.23,2024,7,Jul,2024-07,1
P013784,E0575,2024-08-01,8790.33,129.09,500,9419.43,2024,8,Aug,2024-08,1
P013785,E0575,2024-09-01,8790.33,422.84,0,9213.18,2024,9,Sep,2024-09,1
P013786,E0575,2024-10-01,8790.33,148.47,0,8938.8,2024,10,Oct,2024-10,1
P013787,E0575,2024-11-01,8790.33,371.79,0,9162.12,2024,11,Nov,2024-11,1
P013788,E0575,2024-12-01,8790.33,149.85,250,9190.18,2024,12,Dec,2024-12,1
P013789,E0575,2025-01-01,8790.33,180.99,250,9221.33,2025,1,Jan,2025-01,1
P013790,E0575,2025-02-01,8790.33,199.38,0,8989.72,2025,2,Feb,2025-02,1
P013791,E0575,2025-03-01,8790.33,661.32,0,9451.65,2025,3,Mar,2025-03,1
P013792,E0575,2025-04-01,8790.33,147.6,0,8937.93,2025,4,Apr,2025-04,1
P013793,E0575,2025-05-01,8790.33,146.45,250,9186.78,2025,5,May,2025-05,1
P013794,E0575,2025-06-01,8790.33,389.06,0,9179.39,2025,6,Jun,2025-06,1
P013795,E0575,2025-07-01,8790.33,327.68,0,9118.02,2025,7,Jul,2025-07,1
P013796,E0575,2025-08-01,8790.33,73.6,0,8863.93,2025,8,Aug,2025-08,1
P013797,E0575,2025-09-01,8790.33,278.45,500,9568.78,2025,9,Sep,2025-09,1
P013798,E0575,2025-10-01,8790.33,199.56,0,8989.89,2025,10,Oct,2025-10,1
P013799,E0575,2025-11-01,8790.33,83.95,0,8874.29,2025,11,Nov,2025-11,1
P013800,E0575,2025-12-01,8790.33,248.44,0,9038.77,2025,12,Dec,2025-12,1
P013801,E0576,2024-01-01,8567.42,165.18,0,8732.6,2024,1,Jan,2024-01,1
P013802,E0576,2024-02-01,8567.42,111.35,0,8678.77,2024,2,Feb,2024-02,1
P013803,E0576,2024-03-01,8567.42,279.47,0,8846.88,2024,3,Mar,2024-03,1
P013804,E0576,2024-04-01,8567.42,107.9,0,8675.32,2024,4,Apr,2024-04,1
P013805,E0576,2024-05-01,8567.42,375.75,0,8943.17,2024,5,May,2024-05,1
P013806,E0576,2024-06-01,8567.42,242.68,0,8810.1,2024,6,Jun,2024-06,1
P013807,E0576,2024-07-01,8567.42,390.65,0,8958.07,2024,7,Jul,2024-07,1
P013808,E0576,2024-08-01,8567.42,287.29,250,9104.7,2024,8,Aug,2024-08,1
P013809,E0576,2024-09-01,8567.42,132.92,0,8700.33,2024,9,Sep,2024-09,1
P013810,E0576,2024-10-01,8567.42,294.63,0,8862.04,2024,10,Oct,2024-10,1
P013811,E0576,2024-11-01,8567.42,82.13,0,8649.55,2024,11,Nov,2024-11,1
P013812,E0576,2024-12-01,8567.42,243.7,500,9311.12,2024,12,Dec,2024-12,1
P013813,E0576,2025-01-01,8567.42,266.42,0,8833.84,2025,1,Jan,2025-01,1
P013814,E0576,2025-02-01,8567.42,47.37,0,8614.79,2025,2,Feb,2025-02,1
P013815,E0576,2025-03-01,8567.42,768.03,250,9585.44,2025,3,Mar,2025-03,1
P013816,E0576,2025-04-01,8567.42,68.28,0,8635.7,2025,4,Apr,2025-04,1
