ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status,closed_flag,resolution_days,sla_missed_flag,sla_met_flag,opened_year,opened_month,opened_year_month
T002590,D010,Benefits Question,High,2024-11-13,2024-11-15,3,Closed,1,2.0,0,1,2024,11,2024-11
T002591,D011,IT Access,Critical,2025-11-16,2025-11-18,1,Closed,1,2.0,1,0,2025,11,2025-11
T002592,D001,Onboarding,High,2025-01-10,2025-01-20,3,Closed,1,10.0,1,0,2025,1,2025-01
T002593,D007,Benefits Question,High,2025-08-26,2025-08-29,3,Closed,1,3.0,0,1,2025,8,2025-08
T002594,D007,IT Access,Low,2024-08-19,2024-08-22,7,Closed,1,3.0,0,1,2024,8,2024-08
T002595,D006,Vendor Request,Medium,2025-04-21,,5,Open,0,0.0,0,0,2025,4,2025-04
T002596,D006,Payroll Issue,Low,2026-04-25,,7,Open,0,0.0,0,0,2026,4,2026-04
T002597,D004,System Support,High,2024-11-22,2024-11-24,3,Closed,1,2.0,0,1,2024,11,2024-11
T002598,D006,Payroll Issue,High,2025-03-06,,3,In Progress,0,0.0,0,0,2025,3,2025-03
T002599,D002,IT Access,High,2025-08-12,,3,In Progress,0,0.0,0,0,2025,8,2025-08
T002600,D012,Benefits Question,Medium,2025-09-05,2025-09-08,5,Closed,1,3.0,0,1,2025,9,2025-09
T002601,D008,Onboarding,High,2024-10-20,2024-10-25,3,Closed,1,5.0,1,0,2024,10,2024-10
T002602,D009,IT Access,Critical,2025-10-31,2025-11-05,1,Closed,1,5.0,1,0,2025,10,2025-10
T002603,D010,Payroll Issue,Medium,2026-02-25,2026-02-28,5,Closed,1,3.0,0,1,2026,2,2026-02
T002604,D002,Onboarding,High,2026-04-24,2026-05-01,3,Closed,1,7.0,1,0,2026,4,2026-04
T002605,D011,IT Access,Critical,2024-10-16,2024-10-25,1,Closed,1,9.0,1,0,2024,10,2024-10
T002606,D006,Benefits Question,Medium,2024-11-23,2024-11-26,5,Closed,1,3.0,0,1,2024,11,2024-11
T002607,D004,IT Access,Critical,2025-08-01,2025-08-07,1,Closed,1,6.0,1,0,2025,8,2025-08
T002608,D001,Benefits Question,Critical,2024-11-22,2024-11-23,1,Closed,1,1.0,0,1,2024,11,2024-11
T002609,D002,IT Access,Critical,2025-04-03,,1,Open,0,0.0,0,0,2025,4,2025-04
T002610,D010,Benefits Question,Critical,2024-10-29,2024-11-02,1,Closed,1,4.0,1,0,2024,10,2024-10
T002611,D004,Onboarding,Low,2024-10-27,2024-11-03,7,Closed,1,7.0,0,1,2024,10,2024-10
T002612,D001,System Support,Low,2025-12-14,2025-12-16,7,Closed,1,2.0,0,1,2025,12,2025-12
T002613,D008,Benefits Question,Medium,2024-12-23,2024-12-28,5,Closed,1,5.0,0,1,2024,12,2024-12
T002614,D007,IT Access,Low,2025-03-03,2025-03-09,7,Closed,1,6.0,0,1,2025,3,2025-03
T002615,D011,IT Access,Low,2025-05-13,2025-05-18,7,Closed,1,5.0,0,1,2025,5,2025-05
T002616,D002,Vendor Request,High,2024-10-28,2024-10-31,3,Closed,1,3.0,0,1,2024,10,2024-10
T002617,D005,Benefits Question,High,2025-04-25,2025-04-30,3,Closed,1,5.0,1,0,2025,4,2025-04
T002618,D007,IT Access,High,2025-05-16,2025-05-20,3,Closed,1,4.0,1,0,2025,5,2025-05
T002619,D010,IT Access,Critical,2026-02-07,,1,In Progress,0,0.0,0,0,2026,2,2026-02
T002620,D012,Vendor Request,Critical,2025-10-14,2025-10-18,1,Closed,1,4.0,1,0,2025,10,2025-10
T002621,D011,IT Access,High,2024-11-11,2024-11-24,3,Closed,1,13.0,1,0,2024,11,2024-11
T002622,D002,IT Access,Medium,2025-07-08,2025-07-12,5,Closed,1,4.0,0,1,2025,7,2025-07
T002623,D001,Payroll Issue,Low,2024-06-27,2024-06-29,7,Closed,1,2.0,0,1,2024,6,2024-06
T002624,D006,System Support,Critical,2025-02-23,2025-02-28,1,Closed,1,5.0,1,0,2025,2,2025-02
T002625,D004,Payroll Issue,Low,2026-03-20,2026-03-24,7,Closed,1,4.0,0,1,2026,3,2026-03
T002626,D004,System Support,High,2026-01-12,,3,In Progress,0,0.0,0,0,2026,1,2026-01
T002627,D009,IT Access,Low,2025-11-08,2025-11-16,7,Closed,1,8.0,1,0,2025,11,2025-11
T002628,D001,IT Access,Low,2024-06-01,2024-06-09,7,Closed,1,8.0,1,0,2024,6,2024-06
T002629,D002,Benefits Question,High,2025-07-06,2025-07-08,3,Closed,1,2.0,0,1,2025,7,2025-07
T002630,D012,Onboarding,Critical,2024-06-21,2024-06-29,1,Closed,1,8.0,1,0,2024,6,2024-06
T002631,D012,Payroll Issue,Medium,2026-03-23,2026-03-28,5,Closed,1,5.0,0,1,2026,3,2026-03
T002632,D010,Vendor Request,Low,2025-06-18,2025-06-22,7,Closed,1,4.0,0,1,2025,6,2025-06
T002633,D003,Benefits Question,Medium,2025-12-16,2025-12-20,5,Closed,1,4.0,0,1,2025,12,2025-12
T002634,D010,Vendor Request,Critical,2024-09-24,2024-09-28,1,Closed,1,4.0,1,0,2024,9,2024-09
T002635,D011,IT Access,Medium,2025-09-14,2025-09-21,5,Closed,1,7.0,1,0,2025,9,2025-09
T002636,D008,System Support,Critical,2025-07-24,2025-07-28,1,Closed,1,4.0,1,0,2025,7,2025-07
T002637,D005,Benefits Question,Critical,2025-03-31,,1,In Progress,0,0.0,0,0,2025,3,2025-03
T002638,D004,IT Access,High,2024-07-09,2024-07-16,3,Closed,1,7.0,1,0,2024,7,2024-07
T002639,D012,IT Access,High,2024-06-20,,3,In Progress,0,0.0,0,0,2024,6,2024-06
T002640,D004,System Support,Medium,2024-07-03,2024-07-07,5,Closed,1,4.0,0,1,2024,7,2024-07
T002641,D012,IT Access,Low,2025-05-16,2025-05-22,7,Closed,1,6.0,0,1,2025,5,2025-05
T002642,D001,Payroll Issue,Low,2026-03-12,2026-03-15,7,Closed,1,3.0,0,1,2026,3,2026-03
T002643,D011,Payroll Issue,Critical,2026-01-18,2026-01-23,1,Closed,1,5.0,1,0,2026,1,2026-01
T002644,D007,Payroll Issue,Critical,2024-12-01,,1,In Progress,0,0.0,0,0,2024,12,2024-12
T002645,D002,Benefits Question,Medium,2024-10-04,,5,Open,0,0.0,0,0,2024,10,2024-10
T002646,D010,Onboarding,High,2025-02-27,2025-03-08,3,Closed,1,9.0,1,0,2025,2,2025-02
T002647,D012,Vendor Request,Medium,2024-09-12,2024-09-14,5,Closed,1,2.0,0,1,2024,9,2024-09
T002648,D009,IT Access,Medium,2025-05-08,,5,In Progress,0,0.0,0,0,2025,5,2025-05
T002649,D006,Vendor Request,Critical,2025-06-20,2025-06-22,1,Closed,1,2.0,1,0,2025,6,2025-06
T002650,D010,Onboarding,Medium,2025-03-12,2025-03-18,5,Closed,1,6.0,1,0,2025,3,2025-03
T002651,D004,IT Access,High,2025-05-27,2025-06-05,3,Closed,1,9.0,1,0,2025,5,2025-05
T002652,D003,System Support,High,2024-06-22,2024-06-26,3,Closed,1,4.0,1,0,2024,6,2024-06
T002653,D010,System Support,Low,2026-02-13,2026-02-15,7,Closed,1,2.0,0,1,2026,2,2026-02
T002654,D003,Vendor Request,Low,2025-10-14,2025-10-18,7,Closed,1,4.0,0,1,2025,10,2025-10
T002655,D012,IT Access,Medium,2025-09-30,,5,Open,0,0.0,0,0,2025,9,2025-09
T002656,D008,Payroll Issue,High,2026-03-12,,3,In Progress,0,0.0,0,0,2026,3,2026-03
T002657,D001,Vendor Request,Critical,2026-05-15,2026-05-17,1,Closed,1,2.0,1,0,2026,5,2026-05
T002658,D006,Benefits Question,Low,2025-01-14,2025-01-18,7,Closed,1,4.0,0,1,2025,1,2025-01
T002659,D009,IT Access,High,2025-09-28,,3,In Progress,0,0.0,0,0,2025,9,2025-09
T002660,D004,Payroll Issue,Critical,2025-01-08,2025-01-10,1,Closed,1,2.0,1,0,2025,1,2025-01
T002661,D009,Vendor Request,High,2025-02-15,2025-02-20,3,Closed,1,5.0,1,0,2025,2,2025-02
T002662,D001,Vendor Request,High,2026-05-30,2026-06-05,3,Closed,1,6.0,1,0,2026,5,2026-05
T002663,D006,IT Access,Low,2024-10-04,2024-10-10,7,Closed,1,6.0,0,1,2024,10,2024-10
T002664,D012,Vendor Request,Medium,2025-02-17,2025-02-22,5,Closed,1,5.0,0,1,2025,2,2025-02
T002665,D005,Payroll Issue,Critical,2025-02-11,2025-02-14,1,Closed,1,3.0,1,0,2025,2,2025-02
T002666,D003,Onboarding,High,2025-08-11,2025-08-16,3,Closed,1,5.0,1,0,2025,8,2025-08
T002667,D010,Vendor Request,Critical,2024-11-29,2024-12-03,1,Closed,1,4.0,1,0,2024,11,2024-11
T002668,D002,System Support,Low,2026-04-05,2026-04-08,7,Closed,1,3.0,0,1,2026,4,2026-04
T002669,D011,Payroll Issue,Low,2024-10-18,2024-10-23,7,Closed,1,5.0,0,1,2024,10,2024-10
T002670,D004,IT Access,Low,2024-11-09,2024-11-13,7,Closed,1,4.0,0,1,2024,11,2024-11
T002671,D010,Benefits Question,Medium,2024-07-20,2024-07-25,5,Closed,1,5.0,0,1,2024,7,2024-07
T002672,D002,Onboarding,Low,2026-03-01,2026-03-05,7,Closed,1,4.0,0,1,2026,3,2026-03
T002673,D004,Onboarding,Critical,2024-11-16,2024-11-22,1,Closed,1,6.0,1,0,2024,11,2024-11
T002674,D007,IT Access,Medium,2025-04-21,,5,In Progress,0,0.0,0,0,2025,4,2025-04
T002675,D008,Payroll Issue,Medium,2025-07-30,2025-08-03,5,Closed,1,4.0,0,1,2025,7,2025-07
T002676,D004,Benefits Question,High,2025-02-01,2025-02-07,3,Closed,1,6.0,1,0,2025,2,2025-02
T002677,D012,Onboarding,High,2024-07-03,,3,In Progress,0,0.0,0,0,2024,7,2024-07
T002678,D002,Payroll Issue,Critical,2024-08-27,2024-08-28,1,Closed,1,1.0,0,1,2024,8,2024-08
T002679,D012,Benefits Question,Medium,2026-04-21,2026-04-23,5,Closed,1,2.0,0,1,2026,4,2026-04
T002680,D003,Benefits Question,Low,2025-01-16,2025-01-23,7,Closed,1,7.0,0,1,2025,1,2025-01
T002681,D003,Payroll Issue,High,2026-01-19,2026-01-22,3,Closed,1,3.0,0,1,2026,1,2026-01
T002682,D008,Payroll Issue,Low,2024-11-22,2024-11-25,7,Closed,1,3.0,0,1,2024,11,2024-11
T002683,D011,Vendor Request,Critical,2025-09-06,2025-09-11,1,Closed,1,5.0,1,0,2025,9,2025-09
T002684,D006,IT Access,Medium,2025-08-17,2025-08-24,5,Closed,1,7.0,1,0,2025,8,2025-08
T002685,D002,Payroll Issue,Low,2025-03-04,2025-03-05,7,Closed,1,1.0,0,1,2025,3,2025-03
T002686,D010,Benefits Question,Critical,2026-02-26,2026-02-27,1,Closed,1,1.0,0,1,2026,2,2026-02
T002687,D010,IT Access,Critical,2025-05-11,2025-05-15,1,Closed,1,4.0,1,0,2025,5,2025-05
T002688,D008,IT Access,Low,2024-09-03,2024-09-05,7,Closed,1,2.0,0,1,2024,9,2024-09
T002689,D010,System Support,High,2024-07-29,2024-08-01,3,Closed,1,3.0,0,1,2024,7,2024-07
T002690,D004,Onboarding,Medium,2025-12-24,2026-01-01,5,Closed,1,8.0,1,0,2025,12,2025-12
T002691,D002,IT Access,High,2025-06-01,2025-06-07,3,Closed,1,6.0,1,0,2025,6,2025-06
T002692,D008,Vendor Request,High,2024-09-16,2024-09-21,3,Closed,1,5.0,1,0,2024,9,2024-09
T002693,D009,Benefits Question,Critical,2026-05-02,2026-05-04,1,Closed,1,2.0,1,0,2026,5,2026-05
T002694,D005,Benefits Question,Critical,2025-10-15,2025-10-17,1,Closed,1,2.0,1,0,2025,10,2025-10
T002695,D001,Benefits Question,High,2024-06-19,2024-06-20,3,Closed,1,1.0,0,1,2024,6,2024-06
T002696,D012,Benefits Question,Critical,2025-04-24,2025-04-25,1,Closed,1,1.0,0,1,2025,4,2025-04
T002697,D002,Benefits Question,Low,2025-12-09,2025-12-13,7,Closed,1,4.0,0,1,2025,12,2025-12
T002698,D003,Vendor Request,Medium,2026-01-02,2026-01-04,5,Closed,1,2.0,0,1,2026,1,2026-01
T002699,D011,Payroll Issue,High,2024-12-18,,3,Open,0,0.0,0,0,2024,12,2024-12
T002700,D008,IT Access,Medium,2025-08-02,,5,Open,0,0.0,0,0,2025,8,2025-08
T002701,D012,System Support,Critical,2025-06-11,2025-06-13,1,Closed,1,2.0,1,0,2025,6,2025-06
T002702,D006,Payroll Issue,Low,2024-10-19,2024-10-20,7,Closed,1,1.0,0,1,2024,10,2024-10
T002703,D004,Vendor Request,Low,2024-10-06,2024-10-08,7,Closed,1,2.0,0,1,2024,10,2024-10
T002704,D005,System Support,Critical,2026-01-13,2026-01-14,1,Closed,1,1.0,0,1,2026,1,2026-01
T002705,D009,Payroll Issue,High,2025-07-12,2025-07-14,3,Closed,1,2.0,0,1,2025,7,2025-07
T002706,D011,Benefits Question,High,2025-02-21,,3,In Progress,0,0.0,0,0,2025,2,2025-02
T002707,D007,Onboarding,Critical,2025-09-27,2025-10-02,1,Closed,1,5.0,1,0,2025,9,2025-09
T002708,D005,Payroll Issue,Low,2025-04-16,2025-04-22,7,Closed,1,6.0,0,1,2025,4,2025-04
T002709,D010,Onboarding,High,2024-10-23,2024-10-30,3,Closed,1,7.0,1,0,2024,10,2024-10
T002710,D002,Vendor Request,Critical,2026-03-15,2026-03-17,1,Closed,1,2.0,1,0,2026,3,2026-03
T002711,D010,Benefits Question,High,2024-06-30,2024-07-06,3,Closed,1,6.0,1,0,2024,6,2024-06
T002712,D002,IT Access,Critical,2025-12-16,2025-12-21,1,Closed,1,5.0,1,0,2025,12,2025-12
T002713,D008,System Support,Medium,2025-03-19,,5,In Progress,0,0.0,0,0,2025,3,2025-03
T002714,D009,Benefits Question,Medium,2026-02-03,,5,Open,0,0.0,0,0,2026,2,2026-02
T002715,D005,Vendor Request,High,2024-10-18,2024-10-20,3,Closed,1,2.0,0,1,2024,10,2024-10
T002716,D002,Benefits Question,Low,2026-05-24,,7,Open,0,0.0,0,0,2026,5,2026-05
T002717,D008,IT Access,Medium,2026-03-09,2026-03-15,5,Closed,1,6.0,1,0,2026,3,2026-03
T002718,D010,IT Access,Low,2025-08-19,2025-08-28,7,Closed,1,9.0,1,0,2025,8,2025-08
T002719,D005,IT Access,Critical,2025-08-05,2025-08-09,1,Closed,1,4.0,1,0,2025,8,2025-08
T002720,D011,IT Access,Low,2026-02-24,2026-02-28,7,Closed,1,4.0,0,1,2026,2,2026-02
T002721,D003,Benefits Question,High,2026-01-07,2026-01-07,3,Closed,1,0.0,0,1,2026,1,2026-01
T002722,D009,System Support,Medium,2024-12-29,,5,In Progress,0,0.0,0,0,2024,12,2024-12
T002723,D002,System Support,High,2024-07-18,,3,Open,0,0.0,0,0,2024,7,2024-07
T002724,D003,System Support,Medium,2024-08-04,2024-08-06,5,Closed,1,2.0,0,1,2024,8,2024-08
T002725,D007,Onboarding,Low,2025-02-15,,7,Open,0,0.0,0,0,2025,2,2025-02
T002726,D004,IT Access,Critical,2026-04-24,2026-04-29,1,Closed,1,5.0,1,0,2026,4,2026-04
T002727,D004,System Support,Critical,2025-07-03,2025-07-03,1,Closed,1,0.0,0,1,2025,7,2025-07
T002728,D007,Vendor Request,Low,2025-06-07,2025-06-10,7,Closed,1,3.0,0,1,2025,6,2025-06
T002729,D005,Benefits Question,High,2025-12-30,2026-01-01,3,Closed,1,2.0,0,1,2025,12,2025-12
T002730,D003,Onboarding,Critical,2025-09-11,2025-09-18,1,Closed,1,7.0,1,0,2025,9,2025-09
T002731,D010,Payroll Issue,Medium,2024-12-06,2024-12-09,5,Closed,1,3.0,0,1,2024,12,2024-12
T002732,D005,Payroll Issue,Critical,2026-02-21,2026-02-23,1,Closed,1,2.0,1,0,2026,2,2026-02
T002733,D009,Payroll Issue,High,2024-12-01,2024-12-02,3,Closed,1,1.0,0,1,2024,12,2024-12
T002734,D005,IT Access,High,2025-03-07,2025-03-15,3,Closed,1,8.0,1,0,2025,3,2025-03
T002735,D011,Vendor Request,Medium,2024-10-24,2024-10-28,5,Closed,1,4.0,0,1,2024,10,2024-10
T002736,D007,Vendor Request,Low,2024-11-08,2024-11-14,7,Closed,1,6.0,0,1,2024,11,2024-11
T002737,D003,Onboarding,Critical,2024-09-24,2024-09-30,1,Closed,1,6.0,1,0,2024,9,2024-09
T002738,D009,System Support,High,2025-03-27,2025-03-27,3,Closed,1,0.0,0,1,2025,3,2025-03
T002739,D008,Benefits Question,Critical,2026-03-07,2026-03-07,1,Closed,1,0.0,0,1,2026,3,2026-03
T002740,D008,Vendor Request,Critical,2025-10-31,2025-11-01,1,Closed,1,1.0,0,1,2025,10,2025-10
T002741,D008,IT Access,Low,2025-11-09,2025-11-17,7,Closed,1,8.0,1,0,2025,11,2025-11
T002742,D002,Payroll Issue,High,2024-11-19,2024-11-22,3,Closed,1,3.0,0,1,2024,11,2024-11
T002743,D004,Onboarding,High,2024-06-25,2024-06-28,3,Closed,1,3.0,0,1,2024,6,2024-06
T002744,D010,Onboarding,High,2025-01-21,2025-01-23,3,Closed,1,2.0,0,1,2025,1,2025-01
T002745,D007,Payroll Issue,Critical,2024-07-12,2024-07-15,1,Closed,1,3.0,1,0,2024,7,2024-07
T002746,D011,IT Access,Critical,2025-08-24,,1,Open,0,0.0,0,0,2025,8,2025-08
T002747,D008,IT Access,Low,2025-06-10,2025-06-15,7,Closed,1,5.0,0,1,2025,6,2025-06
T002748,D005,System Support,Low,2025-04-26,2025-04-28,7,Closed,1,2.0,0,1,2025,4,2025-04
T002749,D006,Onboarding,Low,2026-02-23,2026-03-01,7,Closed,1,6.0,0,1,2026,2,2026-02
T002750,D010,Vendor Request,High,2025-01-15,2025-01-18,3,Closed,1,3.0,0,1,2025,1,2025-01
T002751,D001,IT Access,Low,2024-08-14,2024-08-17,7,Closed,1,3.0,0,1,2024,8,2024-08
T002752,D009,Payroll Issue,Critical,2024-10-19,2024-10-23,1,Closed,1,4.0,1,0,2024,10,2024-10
T002753,D003,Payroll Issue,Medium,2024-09-02,2024-09-05,5,Closed,1,3.0,0,1,2024,9,2024-09
T002754,D005,System Support,High,2025-11-19,2025-11-22,3,Closed,1,3.0,0,1,2025,11,2025-11
T002755,D012,IT Access,Critical,2024-12-16,2024-12-25,1,Closed,1,9.0,1,0,2024,12,2024-12
T002756,D012,Payroll Issue,Low,2025-10-17,2025-10-23,7,Closed,1,6.0,0,1,2025,10,2025-10
T002757,D002,IT Access,Medium,2024-10-28,2024-11-04,5,Closed,1,7.0,1,0,2024,10,2024-10
T002758,D002,Onboarding,Low,2025-10-28,2025-10-31,7,Closed,1,3.0,0,1,2025,10,2025-10
T002759,D004,IT Access,Critical,2025-08-19,2025-08-21,1,Closed,1,2.0,1,0,2025,8,2025-08
T002760,D009,Vendor Request,Critical,2026-05-13,2026-05-14,1,Closed,1,1.0,0,1,2026,5,2026-05
T002761,D001,IT Access,High,2026-03-14,2026-03-19,3,Closed,1,5.0,1,0,2026,3,2026-03
T002762,D008,Payroll Issue,Medium,2026-05-09,2026-05-12,5,Closed,1,3.0,0,1,2026,5,2026-05
T002763,D009,Benefits Question,Critical,2024-10-12,,1,In Progress,0,0.0,0,0,2024,10,2024-10
T002764,D011,Onboarding,Low,2025-03-11,2025-03-20,7,Closed,1,9.0,1,0,2025,3,2025-03
T002765,D003,System Support,Low,2026-03-08,,7,In Progress,0,0.0,0,0,2026,3,2026-03
T002766,D003,Payroll Issue,Medium,2025-09-14,2025-09-15,5,Closed,1,1.0,0,1,2025,9,2025-09
T002767,D003,Onboarding,Medium,2025-01-15,2025-01-21,5,Closed,1,6.0,1,0,2025,1,2025-01
T002768,D008,Benefits Question,High,2024-09-14,,3,In Progress,0,0.0,0,0,2024,9,2024-09
T002769,D011,IT Access,Critical,2025-06-24,,1,In Progress,0,0.0,0,0,2025,6,2025-06
T002770,D011,Benefits Question,Critical,2024-12-05,2024-12-06,1,Closed,1,1.0,0,1,2024,12,2024-12
T002771,D007,System Support,Low,2024-10-16,2024-10-19,7,Closed,1,3.0,0,1,2024,10,2024-10
T002772,D008,Vendor Request,Critical,2024-10-09,2024-10-12,1,Closed,1,3.0,1,0,2024,10,2024-10
T002773,D003,IT Access,High,2025-05-23,2025-05-30,3,Closed,1,7.0,1,0,2025,5,2025-05
T002774,D002,Onboarding,Critical,2025-08-23,2025-08-28,1,Closed,1,5.0,1,0,2025,8,2025-08
T002775,D010,Benefits Question,Low,2024-10-04,2024-10-07,7,Closed,1,3.0,0,1,2024,10,2024-10
T002776,D011,System Support,Critical,2024-07-09,2024-07-10,1,Closed,1,1.0,0,1,2024,7,2024-07
T002777,D001,Benefits Question,Medium,2024-08-21,2024-08-28,5,Closed,1,7.0,1,0,2024,8,2024-08
T002778,D008,System Support,Critical,2025-10-20,2025-10-20,1,Closed,1,0.0,0,1,2025,10,2025-10
T002779,D005,IT Access,Medium,2025-07-04,2025-07-07,5,Closed,1,3.0,0,1,2025,7,2025-07
T002780,D009,Onboarding,Medium,2024-11-17,2024-11-24,5,Closed,1,7.0,1,0,2024,11,2024-11
T002781,D012,Onboarding,Critical,2024-11-14,2024-11-25,1,Closed,1,11.0,1,0,2024,11,2024-11
T002782,D002,Payroll Issue,Medium,2025-05-01,2025-05-04,5,Closed,1,3.0,0,1,2025,5,2025-05
T002783,D006,System Support,High,2025-09-02,2025-09-04,3,Closed,1,2.0,0,1,2025,9,2025-09
T002784,D008,System Support,Medium,2024-07-21,2024-07-24,5,Closed,1,3.0,0,1,2024,7,2024-07
T002785,D005,System Support,High,2025-11-17,2025-11-20,3,Closed,1,3.0,0,1,2025,11,2025-11
T002786,D007,IT Access,Critical,2025-12-25,2025-12-31,1,Closed,1,6.0,1,0,2025,12,2025-12
T002787,D008,Onboarding,Medium,2026-02-07,2026-02-20,5,Closed,1,13.0,1,0,2026,2,2026-02
T002788,D012,Onboarding,High,2024-06-08,2024-06-14,3,Closed,1,6.0,1,0,2024,6,2024-06
T002789,D012,Benefits Question,High,2026-01-03,,3,In Progress,0,0.0,0,0,2026,1,2026-01
T002790,D010,Onboarding,Critical,2024-10-29,2024-11-03,1,Closed,1,5.0,1,0,2024,10,2024-10
T002791,D001,IT Access,Medium,2026-02-03,2026-02-06,5,Closed,1,3.0,0,1,2026,2,2026-02
T002792,D002,System Support,Low,2025-08-25,2025-08-28,7,Closed,1,3.0,0,1,2025,8,2025-08
T002793,D008,System Support,Critical,2025-09-24,2025-09-27,1,Closed,1,3.0,1,0,2025,9,2025-09
T002794,D006,Payroll Issue,Medium,2025-09-21,2025-09-23,5,Closed,1,2.0,0,1,2025,9,2025-09
T002795,D002,Payroll Issue,Critical,2026-05-13,2026-05-16,1,Closed,1,3.0,1,0,2026,5,2026-05
T002796,D007,IT Access,Low,2026-03-21,2026-03-30,7,Closed,1,9.0,1,0,2026,3,2026-03
T002797,D005,IT Access,Low,2025-05-20,2025-05-23,7,Closed,1,3.0,0,1,2025,5,2025-05
T002798,D008,Benefits Question,Low,2024-08-12,2024-08-15,7,Closed,1,3.0,0,1,2024,8,2024-08
T002799,D003,Benefits Question,Low,2024-06-05,2024-06-10,7,Closed,1,5.0,0,1,2024,6,2024-06
T002800,D012,Vendor Request,Critical,2026-04-02,2026-04-06,1,Closed,1,4.0,1,0,2026,4,2026-04
T002801,D003,System Support,Medium,2025-09-22,2025-09-26,5,Closed,1,4.0,0,1,2025,9,2025-09
T002802,D004,Benefits Question,Critical,2025-08-27,,1,Open,0,0.0,0,0,2025,8,2025-08
T002803,D008,System Support,High,2026-04-29,2026-05-03,3,Closed,1,4.0,1,0,2026,4,2026-04
T002804,D004,Payroll Issue,Medium,2024-06-09,2024-06-14,5,Closed,1,5.0,0,1,2024,6,2024-06
T002805,D007,Onboarding,Medium,2024-10-22,,5,In Progress,0,0.0,0,0,2024,10,2024-10
T002806,D010,IT Access,Low,2026-05-04,2026-05-11,7,Closed,1,7.0,0,1,2026,5,2026-05
T002807,D001,Payroll Issue,Low,2024-09-26,2024-09-27,7,Closed,1,1.0,0,1,2024,9,2024-09
T002808,D006,Vendor Request,Low,2024-09-26,2024-09-28,7,Closed,1,2.0,0,1,2024,9,2024-09
T002809,D006,Payroll Issue,Critical,2025-02-24,2025-02-25,1,Closed,1,1.0,0,1,2025,2,2025-02
T002810,D004,Payroll Issue,Critical,2025-10-01,2025-10-06,1,Closed,1,5.0,1,0,2025,10,2025-10
T002811,D009,Benefits Question,High,2026-01-31,,3,In Progress,0,0.0,0,0,2026,1,2026-01
T002812,D010,Onboarding,Medium,2024-07-04,2024-07-08,5,Closed,1,4.0,0,1,2024,7,2024-07
T002813,D008,Vendor Request,Critical,2025-12-23,2026-01-01,1,Closed,1,9.0,1,0,2025,12,2025-12
T002814,D002,Onboarding,Low,2026-04-17,2026-04-20,7,Closed,1,3.0,0,1,2026,4,2026-04
T002815,D009,Benefits Question,Low,2026-01-07,2026-01-10,7,Closed,1,3.0,0,1,2026,1,2026-01
T002816,D002,Vendor Request,Medium,2025-02-04,2025-02-09,5,Closed,1,5.0,0,1,2025,2,2025-02
T002817,D001,Onboarding,High,2026-04-16,2026-04-19,3,Closed,1,3.0,0,1,2026,4,2026-04
T002818,D004,Benefits Question,High,2025-10-07,2025-10-12,3,Closed,1,5.0,1,0,2025,10,2025-10
T002819,D007,System Support,High,2025-04-20,,3,In Progress,0,0.0,0,0,2025,4,2025-04
T002820,D002,Payroll Issue,High,2025-08-30,2025-08-31,3,Closed,1,1.0,0,1,2025,8,2025-08
T002821,D002,Onboarding,Medium,2025-10-20,2025-10-27,5,Closed,1,7.0,1,0,2025,10,2025-10
T002822,D010,Onboarding,High,2026-04-17,2026-04-24,3,Closed,1,7.0,1,0,2026,4,2026-04
T002823,D010,IT Access,Low,2025-01-14,2025-01-20,7,Closed,1,6.0,0,1,2025,1,2025-01
T002824,D008,Benefits Question,Low,2026-04-07,2026-04-09,7,Closed,1,2.0,0,1,2026,4,2026-04
T002825,D001,Benefits Question,Critical,2025-12-14,2025-12-17,1,Closed,1,3.0,1,0,2025,12,2025-12
T002826,D005,Payroll Issue,High,2025-05-25,2025-05-29,3,Closed,1,4.0,1,0,2025,5,2025-05
T002827,D001,Payroll Issue,Medium,2025-11-05,2025-11-07,5,Closed,1,2.0,0,1,2025,11,2025-11
T002828,D009,System Support,High,2025-09-18,2025-09-22,3,Closed,1,4.0,1,0,2025,9,2025-09
T002829,D011,IT Access,Medium,2025-04-05,,5,In Progress,0,0.0,0,0,2025,4,2025-04
T002830,D002,Onboarding,Low,2025-12-12,,7,Open,0,0.0,0,0,2025,12,2025-12
T002831,D002,Vendor Request,Low,2024-07-22,2024-07-23,7,Closed,1,1.0,0,1,2024,7,2024-07
T002832,D009,Vendor Request,Medium,2025-10-31,2025-11-02,5,Closed,1,2.0,0,1,2025,10,2025-10
T002833,D005,System Support,Low,2025-01-18,2025-01-20,7,Closed,1,2.0,0,1,2025,1,2025-01
T002834,D002,IT Access,Critical,2024-11-09,,1,In Progress,0,0.0,0,0,2024,11,2024-11
T002835,D004,System Support,High,2025-01-15,2025-01-18,3,Closed,1,3.0,0,1,2025,1,2025-01
T002836,D007,Vendor Request,High,2025-05-02,2025-05-04,3,Closed,1,2.0,0,1,2025,5,2025-05
T002837,D004,IT Access,Low,2025-06-12,2025-06-14,7,Closed,1,2.0,0,1,2025,6,2025-06
T002838,D004,Onboarding,Critical,2024-10-19,2024-10-24,1,Closed,1,5.0,1,0,2024,10,2024-10
T002839,D009,Vendor Request,Low,2024-12-27,2024-12-27,7,Closed,1,0.0,0,1,2024,12,2024-12
